Name,Year,Author,ISBN-10,Pages,Language,File size,File format,Category,Links
Windows Server 2008 R2 Secrets,2011,Orin Thomas,978-0-470-88658-8,576,English,12.3 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2008 R2 Secrets.pdf
"Microsoft Windows Home Server Unleashed, 2nd Edition",2010,Paul McFedries,978-0-672-33106-0,792,English,15.5 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Microsoft Windows Home Server Unleashed, 2nd Edition.pdf"
Troubleshooting Windows 7 Inside Out,2010,Mike Halsey,978-0-7356-4520-2,528,English,16.9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Troubleshooting Windows 7 Inside Out.pdf
Windows 7 Annoyances,2010,David A. Karp,978-0-596-15762-3,720,English,14.8 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 7 Annoyances.pdf
Windows 7: The Missing Manual,2010,David Pogue,978-0-596-80639-2,904,English,13.3 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 7 The Missing Manual.pdf
Active Directory Domain Services 2008 How-To,2009,John Policelli,978-0-672-33045-2,528,English,25.3 MB,PDF,Windows,http://file.allitebooks.com/20150520/Active Directory Domain Services 2008 How-To.pdf
Windows 7 Plain & Simple,2009,Jerry Joyce,978-0-7356-2666-9,400,English,27.6 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 7 Plain - Simple.pdf
Windows 7 Up and Running,2009,Wei-Meng Lee,978-0-596-80404-6,208,English,15.6 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 7 Up and Running.pdf
Windows 7: The Definitive Guide,2009,William Stanek,978-0-596-80097-0,992,English,23.1 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 7 The Definitive Guide.pdf
Windows Server 2008 Inside Out,2008,William R. Stanek,978-0-7356-2438-2,1520,English,34.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2008 Inside Out.pdf
Windows Vista Administration: The Definitive Guide,2007,Brian Culp,978-0-596-52959-8,800,English,19.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Vista Administration The Definitive Guide.pdf
Windows Vista Annoyances,2007,David A. Karp,978-0-596-52762-4,672,English,9.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Vista Annoyances.pdf
It’s Never Done That Before!,2006,John Ross,978-1-59327-076-6,263,English,4.5 MB,PDF,Windows,http://file.allitebooks.com/20150520/It-s Never Done That Before!.pdf
"Microsoft Windows Server 2003 Administrators Companion, 2nd Edition",2006,Charlie Russel,978-0-73562-047-6,1504,English,14.6 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Microsoft Windows Server 2003 Administrators Companion, 2nd Edition.pdf"
Windows Server 2003 Networking Recipes,2006,Bradley J. Dinerman,978-1-59059-713-2,440,English,4.2 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2003 Networking Recipes.pdf
"Microsoft Windows Registry Guide, 2nd Edition",2005,Jerry Honeycutt,978-0-73562-218-0,608,English,4.5 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Microsoft Windows Registry Guide, 2nd Edition.pdf"
Microsoft Windows Scripting with WMI,2005,Ed Wilson,978-0-73562-231-9,400,English,3.8 MB,PDF,Windows,http://file.allitebooks.com/20150520/Microsoft Windows Scripting with WMI.pdf
Microsoft Windows XP Networking and Security Inside Out,2005,Carl Siechert,978-0-73562-042-1,864,English,11.2 MB,PDF,Windows,http://file.allitebooks.com/20150520/Microsoft Windows XP Networking and Security Inside Out.pdf
"Microsoft Windows XP Professional, 3rd Edition",2005,Charlie Russel,978-0-73562-167-1,1568,English,12 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Microsoft Windows XP Professional, 3rd Edition.pdf"
Microsoft Windows Scripting Self-Paced Learning Guide,2004,Ed Wilson,978-0-73561-981-4,416,English,2.4 MB,PDF,Windows,http://file.allitebooks.com/20150520/Microsoft Windows Scripting Self-Paced Learning Guide.pdf
Windows 2000 Commands Pocket Reference,2001,AEleen Frisch,978-0-596-00148-3,128,English,MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 2000 Commands Pocket Reference.pdf
"Programming Windows, 5th Edition",1998,Charles Petzold,079-0145199508,1100,English,3 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Programming Windows, 5th Edition.pdf"
Beginning Fedora Desktop,2014,Richard Petersen,978-1-484200-68-1,504,English,24.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Beginning Fedora Desktop.pdf
Implementing Samba 4,2014,Marcelo Leal,978-1-78216-658-0,284,English,12.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Implementing Samba 4.pdf
Learning Shell Scripting with Zsh,2014,Gaston Festari,978-1-78328-293-7,132,English,8.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Learning Shell Scripting with Zsh.pdf
"Linux All-in-One For Dummies, 5th Edition",2014,Emmett Dulaney,978-1-118-84435-9,576,English,71.2 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux All-in-One For Dummies, 5th Edition.pdf"
Linux From Scratch,2014,Gerard Beekmans,,354,English,1.7 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux From Scratch.pdf
Linux Mint Essentials,2014,Jay LaCroix,978-1-78216-815-7,324,English,24.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Mint Essentials.pdf
Practical Linux Infrastructure,2014,Syed Ali,978-1-484205-12-9,320,English,5.3 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Practical Linux Infrastructure.pdf
Pro Linux High Availability Clustering,2014,Sander van Vugt,978-1-484200-80-3,168,English,2.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Pro Linux High Availability Clustering.pdf
The Definitive Guide to SUSE Linux Enterprise Server 12,2014,Sander van Vugt,978-1-4302-6821-5,568,English,18.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/The Definitive Guide to SUSE Linux Enterprise Server 12.pdf
"Advanced Programming in the UNIX Environment, 3rd Edition",2013,Richard Stevens,978-0-321-63773-4,1024,English,9.6 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Advanced Programming in the UNIX Environment, 3rd Edition.pdf"
CentOS 6 Linux Server Cookbook,2013,Jonathan Hobson,978-1-84951-902-1,374,English,4.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/CentOS 6 Linux Server Cookbook.pdf
Debian 7: System Administration Best Practices,2013,Rich Pinkall Pollei,978-1-78328-311-8,124,English,1.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Debian 7 System Administration Best Practices.pdf
Instant Ubuntu,2013,Christer Edwards,978-1-78328-087-2,54,English,2.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Instant Ubuntu.pdf
"Linux Shell Scripting Cookbook, 2nd Edition",2013,Sarath Lakshman,978-1-78216-274-2,384,English,3.6 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux Shell Scripting Cookbook, 2nd Edition.pdf"
Oracle Solaris 11: First Look,2013,Philip P. Brown,978-1-84968-830-7,168,English,1.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Oracle Solaris 11 First Look.pdf
"Ubuntu Unleashed, 9th Edition",2013,Matthew Helmke,"978-0-672-33693-5, 0-672-33693-6",1904,English,33.4 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Ubuntu Unleashed, 9th Edition.pdf"
"A Practical Guide to Fedora and Red Hat Enterprise Linux, 6th Edition",2012,Mark G. Sobell,978-0-13-275727-0,1320,English,14.1 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/A Practical Guide to Fedora and Red Hat Enterprise Linux, 6th Edition.pdf"
Arch Linux Environment Setup How-to,2012,Ike Devolder,978-1-84951-972-4,50,English,2.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Arch Linux Environment Setup How-to.pdf
Linux Mint System Administrator’s,2012,Arturo Fernandez Montoro,978-1-84951-960-1,146,English,4.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Mint System Administrator-s.pdf
"Linux Pocket Guide, 2nd Edition",2012,Daniel J. Barrett,978-1-4493-1669-3,232,English,3 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux Pocket Guide, 2nd Edition.pdf"
The Linux Command Line,2012,William E. Shotts,978-1-59327-389-7,480,English,3.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/The Linux Command Line.pdf
Ubuntu Unleashed 2012 Edition,2012,Matthew Helmke,978-0-672-33578-5,864,English,7.4 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu Unleashed 2012 Edition.pdf
"Beginning Linux Programming, 4th Edition",2011,Neil Matthew,978-0-470-14762-7,816,English,5.4 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Beginning Linux Programming, 4th Edition.pdf"
"Linux Command Line and Shell Scripting Bible, 2nd Edition",2011,Christine Bresnahan,978-1-1180-0442-5,840,English,8.5 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux Command Line and Shell Scripting Bible, 2nd Edition.pdf"
Linux Shell Scripting Cookbook,2011,Sarath Lakshman,978-1-84951-376-0,360,English,2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Shell Scripting Cookbook.pdf
Shell Scripting,2011,Steve Parker,978-1-4571-0681-1,576,English,11 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Shell Scripting.pdf
UNIX Operating System,2011,Liwei Guo,978-3-642-20432-6,368,English,3 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/UNIX Operating System.pdf
bash Pocket Reference,2010,Arnold Robbins,978-1-4493-8788-4,132,English,MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/bash Pocket Reference.pdf
"Beginning Ubuntu Linux, 5th Edition",2010,Andy Channelle,978-1-4302-3039-7,664,English,18.8 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Beginning Ubuntu Linux, 5th Edition.pdf"
"Linux All-in-One For Dummies, 4th Edition",2010,Emmett Dulaney,978-0-470-77019-1,648,English,9.8 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux All-in-One For Dummies, 4th Edition.pdf"
"The Book of PF, 2nd Edition",2010,Peter N.M. Hansteen,978-1-59327-274-6,216,English,5.6 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/The Book of PF, 2nd Edition.pdf"
The Linux Programming Interface,2010,Michael Kerrisk,978-1-59327-220-3,1552,English,6.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/The Linux Programming Interface.pdf
Ubuntu: Up and Running,2010,Robin Nixon,978-0-596-80484-8,464,English,26.4 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu Up and Running.pdf
"UNIX and Linux System Administration Handbook, 4th Edition",2010,Ben Whaley,978-0131480056,1344,English,16.1 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/UNIX and Linux System Administration Handbook, 4th Edition.pdf"
CentOS Bible,2009,Christopher Negus,978-0-470-48165-3,984,English,18.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/CentOS Bible.pdf
Expert Shell Scripting,2009,Ron Peters,978-1-4302-1841-8,320,English,1.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Expert Shell Scripting.pdf
Fedora 10 and Red Hat Enterprise Linux Bible,2009,Christopher Negus,978-0-470-41339-5,1128,English,16.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Fedora 10 and Red Hat Enterprise Linux Bible.pdf
Fedora 11 and Red Hat Enterprise Linux Bible,2009,Christopher Negus,978-0-470-48504-0,1128,English,16.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Fedora 11 and Red Hat Enterprise Linux Bible.pdf
Foundations of CentOS Linux,2009,Chivas Sicam,978-1-4302-1964-4,528,English,9.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Foundations of CentOS Linux.pdf
grep Pocket Reference,2009,Agnieszka Klus,978-0-596-15360-1,84,English,1.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/grep Pocket Reference.pdf
Linux Bible 2010 Edition,2009,Christopher Negus,978-0-47048-505-7,890,English,11.1 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Bible 2010 Edition.pdf
"Linux in a Nutshell, 6th Edition",2009,Arnold Robbins,978-0-596-15448-6,944,English,12.4 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Linux in a Nutshell, 6th Edition.pdf"
Linux System Administration Recipes,2009,Juliet Kemp,978-1-4302-2449-5,350,English,4.3 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux System Administration Recipes.pdf
OpenSolaris Bible,2009,David Miner,978-0-470-38548-7,1008,English,15.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/OpenSolaris Bible.pdf
Pro Bash Programming,2009,Chris Johnson,978-1-4302-1997-2,350,English,3 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Pro Bash Programming.pdf
Professional Ubuntu Mobile Development,2009,Ian Lawrence,978-0-470-43676-9,370,English,4.7 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Professional Ubuntu Mobile Development.pdf
"Ubuntu Unleashed 2010 Edition, 5th Edition",2009,Andrew Hudson,978-0-672-33109-1,840,English,12 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Ubuntu Unleashed 2010 Edition, 5th Edition.pdf"
Linux Command Line and Shell Scripting Bible,2008,Richard Blum,978-0-470-25128-7,809,English,19.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Command Line and Shell Scripting Bible.pdf
"Mastering Unix Shell Scripting, 2nd Edition",2008,Randal K. Michael,978-0-470-18301-4,1032,English,4 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Mastering Unix Shell Scripting, 2nd Edition.pdf"
Pro Ubuntu Server Administration,2008,Sander van Vugt,978-1-4302-1622-3,424,English,4.8 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Pro Ubuntu Server Administration.pdf
"TCP/IP Architecture, Design and Implementation in Linux",2008,M. Ajaykumar Venkatesulu,978-0-470-14773-3,772,English,105.7 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/TCPIP Architecture, Design and Implementation in Linux.pdf"
Ubuntu Kung Fu,2008,Keir Thomas,978-1-93435-622-7,400,English,6.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu Kung Fu.pdf
"Absolute FreeBSD, 2nd Edition",2007,Michael W. Lucas,978-1-59327-151-0,744,English,6.9 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Absolute FreeBSD, 2nd Edition.pdf"
bash Cookbook,2007,Cameron Newham,978-0-596-52678-8,624,English,3.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/bash Cookbook.pdf
Beginning Fedora,2007,Keir Thomas,978-1-59059-855-9,519,English,12.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Beginning Fedora.pdf
"Knoppix Hacks, 2nd Edition",2007,Kyle Rankin,978-0-596-51493-8,432,English,4.2 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Knoppix Hacks, 2nd Edition.pdf"
Linux Appliance Design,2007,Bill Pierce,978-1-59327-140-4,356,English,5.7 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Appliance Design.pdf
Linux Firewalls,2007,Michael Rash,978-1-59327-141-1,336,English,4 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Firewalls.pdf
Linux Networking Cookbook,2007,Carla Schroder,978-0-596-10248-7,640,English,3.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Networking Cookbook.pdf
Linux System Administration,2007,Bill Lubanovic,978-0-596-00952-6,304,English,3.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux System Administration.pdf
Linux Thin Client Networks Design and Deployment,2007,David Richards,978-1-84719-204-2,176,English,4.8 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Thin Client Networks Design and Deployment.pdf
openSUSE Linux Unleashed,2007,Michael McCallister,978-0-672-32945-6,744,English,24.4 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/openSUSE Linux Unleashed.pdf
Pluggable Authentication Modules,2007,Kenneth Geisshirt,978-1-90481-132-9,124,English,2.6 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Pluggable Authentication Modules.pdf
Professional Linux Programming,2007,Jon Masters,978-1-4571-0736-8,465,English,4.8 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Professional Linux Programming.pdf
Ubuntu 7.10 Linux Unleashed,2007,Andrew Hudson,978-0-672-32969-2,840,English,14.9 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu 7.10 Linux Unleashed.pdf
Ubuntu Linux Bible,2007,William von Hagen,978-0-470-03899-4,936,English,43.8 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu Linux Bible.pdf
"Using Samba, 3rd Edition",2007,Gerald Carter,978-0-596-00769-0,448,English,4.3 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Using Samba, 3rd Edition.pdf"
X Power Tools,2007,Chris Tyler,978-0-596-10195-4,272,English,2.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/X Power Tools.pdf
bash Quick Reference,2006,Arnold Robbins,978-0-596-55877-2,66,English,MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/bash Quick Reference.pdf
"Designing and Implementing Linux Firewalls and QoS using netfilter, iproute2, NAT and L7-filter",2006,Lucian Gheorghe,978-1-90481-165-7,288,English,7.2 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Designing and Implementing Linux Firewalls and QoS using netfilter, iproute2, NAT and L7-filter.pdf"
Linux Bible,2006,Christopher Negus,978-0-471-75489-3,912,English,8.2 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Linux Bible.pdf
"Operating Systems Design and Implementation, 3rd Edition",2006,Albert Woodhull,Prentice Hall,1080,English,8.5 MB,PDF,Linux & Unix,"http://file.allitebooks.com/20150519/Operating Systems Design and Implementation, 3rd Edition.pdf"
Ubuntu Hacks,2006,Bill Childers,978-0-596-52720-4,448,English,3.5 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Ubuntu Hacks.pdf
Beginning Red Hat Linux 9,2005,Deepak Thomas,978-1-4571-0752-8,600,English,8 MB,PDF,Linux & Unix,http://file.allitebooks.com/20150519/Beginning Red Hat Linux 9.pdf
